"STATION","NAME","DATE","PRCP","SNOW","TAVG","TMAX","TMIN","TOBS"
"USC00200228","ANN ARBOR SE, MI US","2003-06-16","0.00","0.0",,"83","49","57"
"USC00200228","ANN ARBOR SE, MI US","2003-06-17","0.00","0.0",,"80","57","59"
"USC00200228","ANN ARBOR SE, MI US","2003-06-18","0.16","0.0",,"74","58","62"
"USC00200228","ANN ARBOR SE, MI US","2003-06-19","0.56","0.0",,"85","57","58"
"USC00200228","ANN ARBOR SE, MI US","2003-06-20","0.00","0.0",,"71","46","53"
"USC00200228","ANN ARBOR SE, MI US","2003-06-21","0.00","0.0",,"75","45","53"
"USC00200228","ANN ARBOR SE, MI US","2003-06-22","0.00","0.0",,"80","52","57"
"USC00200228","ANN ARBOR SE, MI US","2003-06-23","0.00","0.0",,"84","52","58"
"USC00200228","ANN ARBOR SE, MI US","2003-06-24","0.00","0.0",,"89","56","61"
"USC00200228","ANN ARBOR SE, MI US","2003-06-25","0.00","0.0",,"90","61","67"
"USC00200228","ANN ARBOR SE, MI US","2003-06-26","0.00","0.0",,"91","66","69"
"USC00200228","ANN ARBOR SE, MI US","2003-06-27","0.05","0.0",,"86","51","54"
"USC00200228","ANN ARBOR SE, MI US","2003-06-28","0.00","0.0",,"80","54","61"
"USC00200228","ANN ARBOR SE, MI US","2003-06-29","0.30","0.0",,"78","59","61"
"USC00200228","ANN ARBOR SE, MI US","2003-06-30","0.04","0.0",,"80","52","60"
"USC00200228","ANN ARBOR SE, MI US","2003-07-01","0.00","0.0",,"83","55","61"
"USC00200228","ANN ARBOR SE, MI US","2003-07-02","0.00","0.0",,"86","55","61"
"USC00200228","ANN ARBOR SE, MI US","2003-07-03","0.00","0.0",,"87","59","61"
"USC00200228","ANN ARBOR SE, MI US","2003-07-04","0.00","0.0",,"90","61","74"
"USC00200228","ANN ARBOR SE, MI US","2003-07-05","0.21","0.0",,"91","68","70"
"USC00200228","ANN ARBOR SE, MI US","2003-07-06","0.04","0.0",,"83","62","65"
"USC00200228","ANN ARBOR SE, MI US","2003-07-07","0.73","0.0",,"87","65","65"
"USC00200228","ANN ARBOR SE, MI US","2003-07-08","0.00","0.0",,"85","65","73"
"USC00200228","ANN ARBOR SE, MI US","2003-07-09","0.13","0.0",,"85","65","66"
"USC00200228","ANN ARBOR SE, MI US","2003-07-10","0.03","0.0",,"83","66","68"
"USC00200228","ANN ARBOR SE, MI US","2003-07-11","0.05","0.0",,"81","62","62"
"USC00200228","ANN ARBOR SE, MI US","2003-07-12","0.01","0.0",,"68","55","59"
"USC00200228","ANN ARBOR SE, MI US","2003-07-13","0.00","0.0",,"78","52","59"
"USC00200228","ANN ARBOR SE, MI US","2003-07-14","0.00","0.0",,"84","54","59"
"USC00200228","ANN ARBOR SE, MI US","2003-07-15","0.00","0.0",,"85","58","62"
"USC00200228","ANN ARBOR SE, MI US","2003-07-16","0.00","0.0",,"81","57","60"
"USC00200228","ANN ARBOR SE, MI US","2003-07-17","0.00","0.0",,"80","56","59"
"USC00200228","ANN ARBOR SE, MI US","2003-07-18","0.00","0.0",,"86","59","62"
"USC00200228","ANN ARBOR SE, MI US","2003-07-19","0.00","0.0",,"80","48","54"
"USC00200228","ANN ARBOR SE, MI US","2003-07-20","0.00","0.0",,"80","54","60"
"USC00200228","ANN ARBOR SE, MI US","2003-07-21","0.74","0.0",,"81","60","64"
"USC00200228","ANN ARBOR SE, MI US","2003-07-22","1.70","0.0",,"75","59","60"
"USC00200228","ANN ARBOR SE, MI US","2003-07-23","0.00","0.0",,"78","57","59"
"USC00200228","ANN ARBOR SE, MI US","2003-07-24","0.00","0.0",,"77","52","58"
"USC00200228","ANN ARBOR SE, MI US","2003-07-25","0.00","0.0",,"81","54","58"
"USC00200228","ANN ARBOR SE, MI US","2003-07-26","0.00","0.0",,"83","58","61"
"USC00200228","ANN ARBOR SE, MI US","2003-07-27","0.00","0.0",,"80","61","71"
"USC00200228","ANN ARBOR SE, MI US","2003-07-28","0.27","0.0",,"85","59","63"
"USC00200228","ANN ARBOR SE, MI US","2003-07-29","0.00","0.0",,"79","50","54"
"USC00200228","ANN ARBOR SE, MI US","2003-07-30","0.00","0.0",,"82","53","57"
"USC00200228","ANN ARBOR SE, MI US","2003-07-31","0.00","0.0",,"84","57","60"
"USC00200228","ANN ARBOR SE, MI US","2003-08-01","0.00","0.0",,"85","60","62"
"USC00200228","ANN ARBOR SE, MI US","2003-08-02","0.70","0.0",,"87","57","60"
"USC00200228","ANN ARBOR SE, MI US","2003-08-03","0.00","0.0",,"82","60","65"
"USC00200228","ANN ARBOR SE, MI US","2003-08-04","0.10","0.0",,"81","58","61"
"USC00200228","ANN ARBOR SE, MI US","2003-08-05","0.11","0.0",,"79","59","62"
"USC00200228","ANN ARBOR SE, MI US","2003-08-06","0.32","0.0",,"80","62","63"
"USC00200228","ANN ARBOR SE, MI US","2003-08-07","0.00","0.0",,"83","61","63"
"USC00200228","ANN ARBOR SE, MI US","2003-08-08","0.00","0.0",,"84","63","65"
"USC00200228","ANN ARBOR SE, MI US","2003-08-09","0.00","0.0",,"82","62","63"
"USC00200228","ANN ARBOR SE, MI US","2003-08-10","0.00","0.0",,"80","59","62"
"USC00200228","ANN ARBOR SE, MI US","2003-08-11","0.01","0.0",,"78","62","66"
"USC00200228","ANN ARBOR SE, MI US","2003-08-12","0.08","0.0",,"79","64","65"
"USC00200228","ANN ARBOR SE, MI US","2003-08-13","0.24","0.0",,"81","60","61"
"USC00200228","ANN ARBOR SE, MI US","2003-08-14","0.00","0.0",,"86","61","63"
"USC00200228","ANN ARBOR SE, MI US","2003-08-15","0.01","0.0",,"89","63","70"
"USC00200228","ANN ARBOR SE, MI US","2003-08-16","0.73","0.0",,"87","69","71"
"USC00200228","ANN ARBOR SE, MI US","2003-08-17","0.00","0.0",,"88","56","58"
"USC00200228","ANN ARBOR SE, MI US","2003-08-18","0.00","0.0",,"80","51","53"
"USC00200228","ANN ARBOR SE, MI US","2003-08-19","0.00","0.0",,"81","52","53"
"USC00200228","ANN ARBOR SE, MI US","2003-08-20","0.00","0.0",,"83","53","57"
"USC00200228","ANN ARBOR SE, MI US","2003-08-21","0.00","0.0",,"86","57","63"
"USC00200228","ANN ARBOR SE, MI US","2003-08-22","1.02","0.0",,"91","67","67"
"USC00200228","ANN ARBOR SE, MI US","2003-08-23","0.00","0.0",,"81","53","53"
"USC00200228","ANN ARBOR SE, MI US","2003-08-24","0.00","0.0",,"80","51","52"
"USC00200228","ANN ARBOR SE, MI US","2003-08-25","0.00","0.0",,"78","52","62"
"USC00200228","ANN ARBOR SE, MI US","2003-08-26","0.44","0.0",,"88","62","67"
"USC00200228","ANN ARBOR SE, MI US","2003-08-27","0.30","0.0",,"88","65","65"
"USC00200228","ANN ARBOR SE, MI US","2003-08-28","0.00","0.0",,"84","53","54"
"USC00200228","ANN ARBOR SE, MI US","2003-08-29","0.00","0.0",,"81","54","73"
"USC00200228","ANN ARBOR SE, MI US","2003-08-30","0.16","0.0",,"80","56","56"
"USC00200228","ANN ARBOR SE, MI US","2003-08-31","0.00","0.0",,"74","53","54"
"USC00200228","ANN ARBOR SE, MI US","2003-09-01","0.49","0.0",,"75","54","57"
"USC00200228","ANN ARBOR SE, MI US","2003-09-02","0.41","0.0",,"62","57","59"
"USC00200228","ANN ARBOR SE, MI US","2003-09-03","0.00","0.0",,"76","52","52"
"USC00200228","ANN ARBOR SE, MI US","2003-09-04","0.01","0.0",,"77","52","56"
"USC00200228","ANN ARBOR SE, MI US","2003-09-05","0.00","0.0",,"69","50","50"
"USC00200228","ANN ARBOR SE, MI US","2003-09-06","0.00","0.0",,"74","46","47"
"USC00200228","ANN ARBOR SE, MI US","2003-09-07","0.00","0.0",,"78","47","52"
"USC00200228","ANN ARBOR SE, MI US","2003-09-08","0.00","0.0",,"83","52","57"
"USC00200228","ANN ARBOR SE, MI US","2003-09-09","0.00","0.0",,"81","54","54"
"USC00200228","ANN ARBOR SE, MI US","2003-09-10","0.00","0.0",,"79","54","55"
"USC00200228","ANN ARBOR SE, MI US","2003-09-11","0.00","0.0",,"81","55","62"
"USC00200228","ANN ARBOR SE, MI US","2003-09-12","0.00","0.0",,"82","55","57"
"USC00200228","ANN ARBOR SE, MI US","2003-09-13","0.00","0.0",,"79","52","52"
"USC00200228","ANN ARBOR SE, MI US","2003-09-14","0.00","0.0",,"82","52","59"
"USC00200228","ANN ARBOR SE, MI US","2003-09-15","0.24","0.0",,"84","58","58"
"USC00200228","ANN ARBOR SE, MI US","2003-09-16","0.01","0.0",,"72","47","47"
"USC00200228","ANN ARBOR SE, MI US","2003-09-17","0.00","0.0",,"79","47","50"
"USC00200228","ANN ARBOR SE, MI US","2003-09-18","0.00","0.0",,"84","50","52"
"USC00200228","ANN ARBOR SE, MI US","2003-09-19","0.08","0.0",,"78","52","61"
"USC00200228","ANN ARBOR SE, MI US","2003-09-20","0.04","0.0",,"75","43","43"
"USC00200228","ANN ARBOR SE, MI US","2003-09-21","0.00","0.0",,"72","42","42"
"USC00200228","ANN ARBOR SE, MI US","2003-09-22","0.18","0.0",,"74","42","61"
"USC00200228","ANN ARBOR SE, MI US","2003-09-23","1.26","0.0",,"67","50","50"
"USC00200228","ANN ARBOR SE, MI US","2003-09-24","0.00","0.0",,"67","43","46"
"USC00200228","ANN ARBOR SE, MI US","2003-09-25","0.78","0.0",,"71","46","46"
"USC00200228","ANN ARBOR SE, MI US","2003-09-26","0.00","0.0",,"60","37","39"
"USC00200228","ANN ARBOR SE, MI US","2003-09-27","0.50","0.0",,"68","39","52"
"USC00200228","ANN ARBOR SE, MI US","2003-09-28","0.01","0.0",,"65","42","45"
"USC00200228","ANN ARBOR SE, MI US","2003-09-29","0.03","0.0",,"60","42","44"
"USC00200228","ANN ARBOR SE, MI US","2003-09-30","0.01","0.0",,"55","35","40"
"USC00200228","ANN ARBOR SE, MI US","2003-10-01","0.00","0.0",,"55","36","37"
"USC00200228","ANN ARBOR SE, MI US","2003-10-02","0.01","0.0",,"54","32","32"
"USC00200228","ANN ARBOR SE, MI US","2003-10-03","0.00","0.0",,"53","29","35"
"USC00200228","ANN ARBOR SE, MI US","2003-10-04","0.23","0.0",,"53","35","40"
"USC00200228","ANN ARBOR SE, MI US","2003-10-05","0.00","0.0",,"53","27","27"
"USC00200228","ANN ARBOR SE, MI US","2003-10-06","0.00","0.0",,"57","27","27"
"USC00200228","ANN ARBOR SE, MI US","2003-10-07","0.00","0.0",,"61","27","29"
"USC00200228","ANN ARBOR SE, MI US","2003-10-08","0.00","0.0",,"71","29","44"
"USC00200228","ANN ARBOR SE, MI US","2003-10-09","0.00","0.0",,"81","44","46"
"USC00200228","ANN ARBOR SE, MI US","2003-10-10","0.00","0.0",,"75","46","52"
"USC00200228","ANN ARBOR SE, MI US","2003-10-11","0.00","0.0",,"75","48","48"
"USC00200228","ANN ARBOR SE, MI US","2003-10-12","0.01","0.0",,"78","48","56"
"USC00200228","ANN ARBOR SE, MI US","2003-10-13","0.00","0.0",,"69","36","36"
"USC00200228","ANN ARBOR SE, MI US","2003-10-14","0.00","0.0",,"72","36","45"
"USC00200228","ANN ARBOR SE, MI US","2003-10-15","1.64","0.0",,"52","42","42"
"USC00200228","ANN ARBOR SE, MI US","2003-10-16","0.00","0.0",,"58","37","39"
"USC00200228","ANN ARBOR SE, MI US","2003-10-17","0.00","0.0",,"58","28","29"
"USC00200228","ANN ARBOR SE, MI US","2003-10-18","0.00","0.0",,"57","29","42"
"USC00200228","ANN ARBOR SE, MI US","2003-10-19","0.00","0.0",,"61","38","41"
"USC00200228","ANN ARBOR SE, MI US","2003-10-20","0.00","0.0",,"60","34","39"
"USC00200228","ANN ARBOR SE, MI US","2003-10-21","0.00","0.0",,"76","39","57"
"USC00200228","ANN ARBOR SE, MI US","2003-10-22","0.01","0.0",,"57","40","40"
"USC00200228","ANN ARBOR SE, MI US","2003-10-23","0.00","0.0",,"47","31","34"
"USC00200228","ANN ARBOR SE, MI US","2003-10-24","0.00","0.0",,"49","34","34"
"USC00200228","ANN ARBOR SE, MI US","2003-10-25","0.09","0.0",,"57","33","44"
"USC00200228","ANN ARBOR SE, MI US","2003-10-26","0.36","0.0",,"50","44","45"
"USC00200228","ANN ARBOR SE, MI US","2003-10-27","0.00","0.0",,"54","35","37"
"USC00200228","ANN ARBOR SE, MI US","2003-10-28","0.01","0.0",,"48","35","38"
"USC00200228","ANN ARBOR SE, MI US","2003-10-29","0.12","0.0",,"47","34","36"
"USC00200228","ANN ARBOR SE, MI US","2003-10-30","0.02","0.0",,"44","36","38"
"USC00200228","ANN ARBOR SE, MI US","2003-10-31","0.00","0.0",,"65","38","56"
"USC00200228","ANN ARBOR SE, MI US","2003-11-01","0.00","0.0",,"72","51","51"
"USC00200228","ANN ARBOR SE, MI US","2003-11-02","0.16","0.0",,"55","47","51"
"USC00200228","ANN ARBOR SE, MI US","2003-11-03","0.34","0.0",,"62","50","50"
"USC00200228","ANN ARBOR SE, MI US","2003-11-04","0.27","0.0",,"50","47","49"
"USC00200228","ANN ARBOR SE, MI US","2003-11-05","0.05","0.0",,"75","49","52"
"USC00200228","ANN ARBOR SE, MI US","2003-11-06","0.00","0.0",,"52","35","39"
"USC00200228","ANN ARBOR SE, MI US","2003-11-07","0.00","0.0",,"49","26","27"
"USC00200228","ANN ARBOR SE, MI US","2003-11-08","0.00","0.0",,"45","20","20"
"USC00200228","ANN ARBOR SE, MI US","2003-11-09","0.00","0.0",,"36","13","13"
"USC00200228","ANN ARBOR SE, MI US","2003-11-10","0.00","0.0",,"42","13","17"
"USC00200228","ANN ARBOR SE, MI US","2003-11-11","0.35","0.0",,"49","17","49"
"USC00200228","ANN ARBOR SE, MI US","2003-11-12","0.00","0.0",,"57","43","44"
"USC00200228","ANN ARBOR SE, MI US","2003-11-13","0.01","0.0",,"63","34","34"
"USC00200228","ANN ARBOR SE, MI US","2003-11-14","0.01","0.1",,"37","25","25"
"USC00200228","ANN ARBOR SE, MI US","2003-11-15","0.00","0.0",,"45","25","39"
"USC00200228","ANN ARBOR SE, MI US","2003-11-16","0.16","0.0",,"40","38","40"
"USC00200228","ANN ARBOR SE, MI US","2003-11-17","0.06","0.0",,"44","40","43"
"USC00200228","ANN ARBOR SE, MI US","2003-11-18","0.33","0.0",,"51","43","45"
"USC00200228","ANN ARBOR SE, MI US","2003-11-19","0.58","0.0",,"61","45","49"
"USC00200228","ANN ARBOR SE, MI US","2003-11-20","0.00","0.0",,"56","29","31"
"USC00200228","ANN ARBOR SE, MI US","2003-11-21","0.00","0.0",,"57","31","36"
"USC00200228","ANN ARBOR SE, MI US","2003-11-22","0.00","0.0",,"59","36","41"
"USC00200228","ANN ARBOR SE, MI US","2003-11-23","0.00","0.0",,"59","41","58"
"USC00200228","ANN ARBOR SE, MI US","2003-11-24","0.49","0.1",,"65","34","34"
"USC00200228","ANN ARBOR SE, MI US","2003-11-25","0.01","0.0",,"34","25","26"
"USC00200228","ANN ARBOR SE, MI US","2003-11-26","0.00","0.0",,"35","26","30"
"USC00200228","ANN ARBOR SE, MI US","2003-11-27","0.02","0.0",,"47","27","38"
"USC00200228","ANN ARBOR SE, MI US","2003-11-28","0.06","0.0",,"43","35","35"
"USC00200228","ANN ARBOR SE, MI US","2003-11-29","0.30","1.1",,"37","31","33"
"USC00200228","ANN ARBOR SE, MI US","2003-11-30","0.00","0.0",,"39","29","33"
"USC00200228","ANN ARBOR SE, MI US","2003-12-01","0.00","0.0",,"51","33","33"
"USC00200228","ANN ARBOR SE, MI US","2003-12-02","0.00","0.0",,"42","26","26"
"USC00200228","ANN ARBOR SE, MI US","2003-12-03","0.00","0.0",,"36","16","16"
"USC00200228","ANN ARBOR SE, MI US","2003-12-04","0.00","0.0",,"38","16","28"
"USC00200228","ANN ARBOR SE, MI US","2003-12-05","0.00","0.0",,"43","28","34"
"USC00200228","ANN ARBOR SE, MI US","2003-12-06","0.02","0.2",,"38","25","28"
"USC00200228","ANN ARBOR SE, MI US","2003-12-07","0.00","0.0",,"36","18","18"
"USC00200228","ANN ARBOR SE, MI US","2003-12-08","0.00","0.0",,"35","18","26"
"USC00200228","ANN ARBOR SE, MI US","2003-12-09","0.01","0.0",,"37","26","34"
"USC00200228","ANN ARBOR SE, MI US","2003-12-10","0.05","0.0",,"41","34","40"
"USC00200228","ANN ARBOR SE, MI US","2003-12-11","0.65","0.0",,"46","31","31"
"USC00200228","ANN ARBOR SE, MI US","2003-12-12","0.00","0.0",,"32","21","23"
"USC00200228","ANN ARBOR SE, MI US","2003-12-13","0.01","0.3",,"29","10","10"
"USC00200228","ANN ARBOR SE, MI US","2003-12-14","0.04","0.3",,"30","10","27"
"USC00200228","ANN ARBOR SE, MI US","2003-12-15","0.07","0.8",,"32","26","27"
"USC00200228","ANN ARBOR SE, MI US","2003-12-16","0.00","0.0",,"36","27","36"
"USC00200228","ANN ARBOR SE, MI US","2003-12-17","0.12","0.3",,"41","25","25"
"USC00200228","ANN ARBOR SE, MI US","2003-12-18","0.08","1.5",,"32","25","25"
"USC00200228","ANN ARBOR SE, MI US","2003-12-19","0.01","0.1",,"31","25","26"
"USC00200228","ANN ARBOR SE, MI US","2003-12-20","0.07","1.0",,"31","16","16"
"USC00200228","ANN ARBOR SE, MI US","2003-12-21","0.00","0.0",,"30","15","23"
"USC00200228","ANN ARBOR SE, MI US","2003-12-22","0.00","0.0",,"44","23","38"
"USC00200228","ANN ARBOR SE, MI US","2003-12-23","0.38","0.0",,"45","34","34"
"USC00200228","ANN ARBOR SE, MI US","2003-12-24","0.24","0.3",,"35","31","31"
"USC00200228","ANN ARBOR SE, MI US","2003-12-25","0.08","1.0",,"32","29","29"
"USC00200228","ANN ARBOR SE, MI US","2003-12-26","0.07","0.8",,"30","21","21"
"USC00200228","ANN ARBOR SE, MI US","2003-12-27","0.00","0.0",,"42","19","19"
"USC00200228","ANN ARBOR SE, MI US","2003-12-28","0.00","0.0",,"44","19","28"
"USC00200228","ANN ARBOR SE, MI US","2003-12-29","0.21","0.0",,"46","28","40"
"USC00200228","ANN ARBOR SE, MI US","2003-12-30","0.36","0.1",,"43","31","31"
"USC00200228","ANN ARBOR SE, MI US","2003-12-31","0.00","0.0",,"34","26","33"
"USC00200228","ANN ARBOR SE, MI US","2004-01-01","0.00","0.0",,"47","19","19"
"USC00200228","ANN ARBOR SE, MI US","2004-01-02","0.23","0.0",,"44","19","43"
"USC00200228","ANN ARBOR SE, MI US","2004-01-03","0.02","0.0",,"55","43","54"
"USC00200228","ANN ARBOR SE, MI US","2004-01-04","0.01","0.0",,"54","31","31"
"USC00200228","ANN ARBOR SE, MI US","2004-01-05","0.41","3.6",,"32","27","27"
"USC00200228","ANN ARBOR SE, MI US","2004-01-06","0.03","0.8",,"29","12","12"
"USC00200228","ANN ARBOR SE, MI US","2004-01-07","0.00","0.1",,"13","7","11"
"USC00200228","ANN ARBOR SE, MI US","2004-01-08","0.02","0.4",,"22","6","11"
"USC00200228","ANN ARBOR SE, MI US","2004-01-09","0.00","0.0",,"25","9","9"
"USC00200228","ANN ARBOR SE, MI US","2004-01-10","0.00","0.0",,"18","-2","-1"
"USC00200228","ANN ARBOR SE, MI US","2004-01-11","0.00","0.0",,"22","-1","22"
"USC00200228","ANN ARBOR SE, MI US","2004-01-12","0.01","0.0",,"37","22","33"
"USC00200228","ANN ARBOR SE, MI US","2004-01-13","0.01","0.2",,"35","29","29"
"USC00200228","ANN ARBOR SE, MI US","2004-01-14","0.00","0.0",,"30","12","16"
"USC00200228","ANN ARBOR SE, MI US","2004-01-15","0.35","4.5",,"25","4","4"
"USC00200228","ANN ARBOR SE, MI US","2004-01-16","0.00","0.0",,"14","2","4"
"USC00200228","ANN ARBOR SE, MI US","2004-01-17","0.00","0.0",,"22","4","17"
"USC00200228","ANN ARBOR SE, MI US","2004-01-18","0.16","1.5",,"31","17","24"
"USC00200228","ANN ARBOR SE, MI US","2004-01-19","0.00","0.0",,"24","14","15"
"USC00200228","ANN ARBOR SE, MI US","2004-01-20","0.00","0.1",,"19","5","5"
"USC00200228","ANN ARBOR SE, MI US","2004-01-21","0.00","0.0",,"20","-1","4"
"USC00200228","ANN ARBOR SE, MI US","2004-01-22","0.01","0.1",,"33","4","9"
"USC00200228","ANN ARBOR SE, MI US","2004-01-23","0.00","0.0",,"15","-1","4"
"USC00200228","ANN ARBOR SE, MI US","2004-01-24","0.18","4.1",,"13","4","6"
"USC00200228","ANN ARBOR SE, MI US","2004-01-25","0.00","0.0",,"17","-10","-8"
"USC00200228","ANN ARBOR SE, MI US","2004-01-26","0.01","0.2",,"18","-8","14"
"USC00200228","ANN ARBOR SE, MI US","2004-01-27","0.17","1.3",,"27","14","27"
"USC00200228","ANN ARBOR SE, MI US","2004-01-28","0.38","4.5",,"28","17","19"
